PID,Title of image,Temporal,Creator,Image caption,Full name and service number (from National Archives of Australia),Full name from embarkation roll (from Australian War Memorial) 2,NAA identifier,Embarkation ship (from Australian War Memorial) 2,Date of embarkation (from Australian War Memorial) 2,Provenance,Image number,Copyright statement,Conditions of use,Source,Subject 1,Subject 2,Subject 3,Subject 4,Subject 5,Link to permananent portrait image
1378475,Portrait of Private J.L. Rawlings,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Son of Mr. George L. Rawlings (C.T.A. of Queensland), and a Queensland Scholarship Winner in 1911.","James Lindsay Rawlings, Service Number - 58148",James Lindsay Rawlings,NAA person ID: 289146,HMAT Bakara A41,4/09/1918,"Photograph appears on page 1 of 'The Australasian Traveller', Vol. 14, No. 8, 5 October 1918",Image number: 684723-v014n008-s0001-0005,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 5 October 1918",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464914
1378479,Portrait of Sapper L. Goddard,1914-1920,Unidentified,Caption (from 'The Australasian Traveller'): Son of Brigadier- General H. A. Goddard (C.T.A. of Q'ld.).,"Horace Leopold Goddard, Service Number - 19815",Horace Leopold Goddard,NAA person ID: 199633,HMAT Nestor A71,21/11/1917,"Photograph appears on page 1 of 'The Australasian Traveller', Vol. 14, No. 9, 2 November 1918",Image number: 684723-v014n009-s0001-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 November 1918",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464915
1378483,Portrait of Brigadier-General H.A. Goddard,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): D.S.O. An Association member of C.T.A. of Q'ld who has seen long and distinguished service at the war, and is one of three Australian C.T.A. members to reach such high rank.","Henry Arthur Goddard, Service Number - Brigadier-General",Henry Arthur Goddard,NAA person ID: 199625,HMAT Themistocles A32,12/05/1915,"Photograph appears on page 20H of 'The Australasian Traveller', Vol. 14, No. 9, 2 November 1918",Image number: 684723-v014n009-s0020H-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 November 1918",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464916
1378487,Portrait of Gunner N.S. Wickham,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Son of Mr. E. Wickham (Club member, C.T.A. of Q'land).","Norman Selwyn Wickham, Service Number - 39328",Norman Selwyn Wickham,NAA person ID: 359225,SS Port Darwin,30/04/1918,"Photograph appears on page 1 of 'The Australasian Traveller', Vol. 14, No. 10, 6 December 1918",Image number: 684723-v014n010-s0001-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 6 December 1918",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464917
1378491,Portrait of Private Ralph Paul,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Killed in action in France, 16th September. Eldest son of Mr. R. H. Paul (Club member, C.T.A. of Qld.).","Ralph Paul, Service Number - 7108",Ralph Paul,NAA person ID: 270597,SS Canberra,16/11/1917,"Photograph appears on page 31 of 'The Australasian Traveller', Vol. 14, No. 10, 6 December 1918",Image number: 684723-v014n010-s0031-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 6 December 1918",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464918
1378499,Portrait of Sapper Jack Fisher,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): D Co. Field Engineers. Twice wounded. One and a-half year's active service. Sapper Fisher gave 800 c.c. of his blood for transfusion into a badly wounded man. Sons of Mr. J. J. Fisher (Club member, C.T.A. of Q'ld.).","Jack Fisher, Service Number - 19459",Jack Fisher,NAA person ID: 166205,HMAT Euripides A14,31/10/1917,"Photograph appears on page 1 of 'The Australasian Traveller', Vol. 14, No. 12, 5 February 1919",Image number: 684723-v014n012-s0001-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 5 February 1919",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464919
1378503,Portrait of Sapper Norman Fisher,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 12th Co. Field Engineers. Severely wounded. Three years' active service. Sons of Mr. J. J. Fisher (Club member, C.T.A. of Q'ld.).","Norman Fisher, Service Number - 13958",Norman Fisher,NAA person ID: 167214,SS Hawkes Bay,20/04/1916,"Photograph appears on page 1 of 'The Australasian Traveller', Vol. 14, No. 12, 5 February 1919",Image number: 684723-v014n012-s0001-0002,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 5 February 1919",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464920
1378507,Portrait of Rifleman C.D. Sperling,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Discharged from hospital, after 2 years' service with the London Rifle Brigade. (Club member C.T.A. of Qld.)","Private Charles Dayley Sperling, London Regiment 801125",n/a,n/a,n/a,n/a,"Photograph appears on page 22 of 'The Australasian Traveller', Vol. 15, No. 2, 5 April 1919",Image number: 684723-v015n002-s0022-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 5 April 1919",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464921
1378511,Portrait of Private Alexander Stewart Billington,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Headquarters Signal Section, 25th Batt. Sons of W. G. Billington (Life Governor, C.T.A. of Queensland).","Alexander Stewart Billington, Service Number - 6293",Alexander Stewart Billington,NAA person ID: 89395,HMAT Demosthenes A64,23/12/1916,"Photograph appears on page 25 of 'The Australasian Traveller', Vol. 15, No. 3, 6 May 1919",Image number: 684723-v015n003-s0025-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 6 May 1919",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464922
1378515,Portrait of Private Norman Stewart Billington,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Machine Gun Section, 53rd Batt. Sons of W. G. Billington (Life Governor, C.T.A. of Queensland).","Norman Stewart Billington, Service Number - 1621",Norman Stewart Billington,NAA person ID: 89402,HMAT Ceramic A40,14/04/1916,"Photograph appears on page 25 of 'The Australasian Traveller', Vol. 15, No. 3, 6 May 1919",Image number: 684723-v015n003-s0025-0002,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 6 May 1919",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464923
1378519,Portrait of Lieutenant Richard Stewart Billington,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): B Squadron, 5th Light Horse Regiment, Egypt. Sons of W. G. Billington (Life Governor, C.T.A. of Queensland).","Richard Stewart Billington, Service Number - Captain/707",Richard Stewart Billington,NAA person ID: 91482,HMAT Itria A53,9/02/1915,"Photograph appears on page 25 of 'The Australasian Traveller', Vol. 15, No. 3, 6 May 1919",Image number: 684723-v015n003-s0025-0003,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 6 May 1919",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464924
1378523,Portrait of Martyn Broderick,1914-1920,Unidentified,Caption (from 'The Australasian Traveller'): Association member of the C.T.A. of Q'ld. who was recently awarded the Military Medal.,"Martin William Bushnell Broderick, Service Number - 35510",Martin William Bushwell Broderick,NAA person ID: 101213,HMAT Miltiades A28,2/08/1917,"Photograph appears on page 25 of 'The Australasian Traveller', Vol. 15, No. 3, 6 May 1919",Image number: 684723-v015n003-s0025-0004,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 6 May 1919",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464925
1378527,Portrait of Lieutenant F.H. Burcher,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 22nd Co., 2nd Machine Gun Battery. Still at the front after more than three years' service. Third son of Mr. C. W. Burcher, (Club member, C.T.A. of Queensland).","Frank Harold Burcher, Service Number - Lieutenant/4367",Frank Harold Burcher,NAA person ID: 105268,HMAT Star of Victoria A16,31/03/1916,"Photograph appears on page 32 of 'The Australasian Traveller', Vol. 15, No. 3, 6 May 1919",Image number: 684723-v015n003-s0032-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 6 May 1919",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464926
1378531,Portrait of Victor L. Meise,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Served as an engineer in the Mercantile Marine for the whole period of the war, on transport service.",n/a,n/a,n/a,n/a,n/a,"Photograph appears on page 24A of 'The Australasian Traveller', Vol. 15, No. 5, 5 July 1919",Image number: 684723-v015n005-s0024A-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 5 July 1919",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464927
1378535,Portrait of Gunner P. Ivor Wright,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Enlisted September, 1916, when 20 years of age. Served in France and Belgium from 1017, and reached England on 5th May, 1919. Son of Mr. A. C. Wright (Club member, C.T.A. of Ql'd).","Percy Ivor Wright, Service Number - 33759",Percy Ivor Wright,NAA person ID: 133724,HMAT Marathon A74,10/05/1917,"Photograph appears on page 31 of 'The Australasian Traveller', Vol. 15, No. 5, 5 July 1919",Image number: 684723-v015n005-s0031-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 5 July 1919",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464928
1378539,Portrait of Trooper R.H. Deakin,1914-1920,Unidentified,Caption (from 'The Australasian Traveller'): 2nd Light Horse. Enlisted in Queensland in 1915; served in Egypt and Palestine; still at the Front; has been fortunate enough to be neither sick nor wounded. Son of Mr. H. Deakin (C.T.A. of N.S.W.),"Robert Hunsley Deakin, Service Number - 1088",Robert Hunsley Deakin,NAA person ID: 144220,HMAT Shropshire A9,20/08/1915,"Photograph appears on page 15 of 'The Australasian Traveller', Vol. 15, No. 6, 6 August 1919",Image number: 684723-v015n006-s0015-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 6 August 1919",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464929
1378543,Portrait of Captain H.E. Field,1914-1920,Unidentified,Caption (from 'The Australasian Traveller'): Son of Mr. H.E. Field (C.T.A. of Q'ld.).,"Harry Edward Field [Field Harry James Edwardes], Service Number - Captain/59",Harry Edwards Field,NAA person ID: 165870,HMAT Omrah A5,24/09/1914,"Photograph appears on page 15 of 'The Australasian Traveller', Vol. 15, No. 6, 6 August 1919",Image number: 684723-v015n006-s0015-0002,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 6 August 1919",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464930
1378547,Portrait of Gunner E.J. Coghlan,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 10th Battery, A.F.A. Saw service in France from December 1915 to February 1919, and was gassed. (Member of the C.T.A. of Q'land).","Ernest Joseph Coghlan, Service Number - 37782",Ernest Joseph Coghlan,NAA person ID: 122592,HMAT Port Sydney A15,5/11/1917,"Photograph appears on page 15 of 'The Australasian Traveller', Vol. 15, No. 8, 4 October 1919",Image number: 684723-v015n008-s0015-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 4 October 1919",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464931
1378551,Portrait of Lance-Corporal M.V. Campbell,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Q'land Field Ambulance. On service from July 1915 to July 1919, and was unwounded. Son of Mr. A. Campbell (Club member, C.T.A. of Q'land).","Murray Vincent Campbell, Service Number - 1683",Murray Vincent Campbell,NAA person ID: 19725,HMAT Ayrshire A33,1/09/1915,"Photograph appears on page 22H of 'The Australasian Traveller', Vol. 15, No. 8, 4 October 1919",Image number: 684723-v015n008-s0022H-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 4 October 1919",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464932
1378555,Portrait of Captain Tom Robin Jack,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Snapped leaving Buckingham Palace after receiving the Military Cross from the King. Son of Mr. W. T. Jack 9Club member, C.T.A. of Q'land).","Tom Robin Jack, Service Number - Hon Captain/776",Tom Robin Jack,NAA person ID: 225020,HMAT Itria A53,9/02/1915,"Photograph appears on page 31 of 'The Australasian Traveller', Vol. 15, No. 10, 6 December 1919",Image number: 684723-v015n010-s0031-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 6 December 1919",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464933
1378559,Portrait of Lieutenant-General Harry Chauvel,1914-1920,Unidentified,Caption (from 'The Australasian Traveller'): Inspector-General of the Australian Military Forces. Man of the Hour. (No. 137.),"Henry George Chauvel, Service Number - Lieutenant General","Henry George Chauvel, Service Number - Lieutenant General",n/a,n/a,21/10/1914,"Photograph appears on page 1 of 'The Australasian Traveller', Vol. 15, No. 12, 6 February 1920",Image number: 684723-v015n012-s0001-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 6 February 1920",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464934
1378577,Portrait of Driver Graham T. Stephens,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): With the Motor Transport Co., A.S.C., France. Left Australia in 1917. Son of Mr. A.G. Stephens (Club member C.T.A. of Qld.).","Graham Talbot Stephens, Service Number - 15187",Graham Talbot Stephens,NAA person ID: 29749,HMAT Aeneas A60,30/10/1917,"Photograph appears on page 22S of 'The Australasian Traveller', Vol. 14, No. 11, 6 January 1919",Image number: 684723-v014n011-s0022S-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 6 January 1919",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464957
1425340,Portrait of Sergeant Selby B. Russell,1914-1920,Unidentified,Caption (from 'The Australasian Traveller'): Youngest son of Past-President J.D. Russell (C.T.A. of Queensland).,"Selby Braddock Russell, Service Number - 2368",Selby Braddock Russell,NAA person ID: 305597,HMAT Seang Choon A49,19/09/1916,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 12, No. 8, 4 October 1916",Image number: 684723-v012n007-s0003-0005,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 4 October 1916",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/482874
1377631,Portrait of L.V. Nicol,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Photo of Mr Nicol with horse, in camp at Kensington, Sydney prior to leaving for the war. He was with the Headquarters Company, Australian Army Service Corps and is a member of the CTA of Qld.","Lionel Victor Nicol, Service Number - 243",Lionel Victor Nicol,NAA person ID: 263024,HMAT Afric A19,18/10/1914,"Photograph appears on page 32A of 'The Australasian Traveller', Vol. 10, No. 9, 3 November 1914",Image number: 684723-v010n009-s0032A-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 November 1914",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464881
1377635,Portrait of QM Sergeant W.G. Butcher,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Youngest son of Mr WS Butcher, Member of the CTA of Qld, now with the Australian Expeditionary Force in Egypt.","Walter Guy Butcher, Service Number - Lieutenant/9",Walter Guy Butcher,NAA person ID: 107969,HMAT Anglo-Egyptian A25,24/09/1914,"Photograph appears on page 47 of 'The Australasian Traveller', Vol. 10, No. 11, 6 January 1915",Image number: 684723-v010n011-s0047-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 6 January 1915",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464882
1377639,Portrait of Lieutenant-Colonel H. Bailey,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): A Full Member of the C.T.A., of Queensland and his son, who are leaving for the ""Front.""","Henry Bailey, Service Number - Lieutenant-Colonel",Henry Bailey,NAA person ID: 77633,HMAT Kyarra A55,16/05/1915,"Photograph appears on page 66 of 'The Australasian Traveller', Vol. 11, No. 3, 1 May 1915",Image number: 684723-v011n003-s0066-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 1 May 1915",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464883
1377643,Portrait of Sergeant H.W. Bailey,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): A Full Member of the C.T.A., of Queensland and his son, who are leaving for the ""Front.""",n/a,n/a,n/a,n/a,n/a,"Photograph appears on page 66 of 'The Australasian Traveller', Vol. 11, No. 3, 1 May 1915",Image number: 684723-v011n003-s0066-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 1 May 1915",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464884
1377647,Portrait of Geo. McDonald,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 5th Light Horse. Sons of Mr. G.A. McDonald (C.T.A., of Queensland).","George McDonald, Service Number - 2064/82",George McDonald,NAA person ID: 16584,HMAT Persic A34,21/12/1914,"Photograph appears on page 47 of 'The Australasian Traveller', Vol. 11, No. 5, 6 July 1915",Image number: 684723-v011n005-s0047-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 6 July 1915",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464935
1377651,Portrait of R.N. McDonald,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 2nd Light Horse. Sons of Mr. G.A. McDonald (C.T.A., of Queensland).","Roy Neil McDonald, Service Number - 359",Roy Neil McDonald,NAA person ID: 17134,HMAT Star of England A15,24/09/1914,"Photograph appears on page 47 of 'The Australasian Traveller', Vol. 11, No. 5, 6 July 1915",Image number: 684723-v011n005-s0047-0002,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 6 July 1915",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464936
1377655,Portrait of Alan E. Porter,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): Son of Mr. H. E. Porter (C.T.A., of Queensland).","Alan Ernest Porter, Service Number - 144/7290",n/a,NAA person ID: 282343,HMAT Ayrshire A33,24/01/1917,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 11, No. 6, 3 August 1915",Image number: 684723-v011n006-s0003-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 August 1915",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464937
1377659,Portrait of Sergeant H.E. Field,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 5th Army Service Corps, 1st Light Horse Brigade Train, 1st Queensland contingent. Son of Mr. H.T. Field (C.T.A., of Qld.).","Harry Edward Field [Harry James Edwardes Field], Service Number - Captain/59",Harry Edwards Field,NAA person ID: 165870,HMAT Omrah A5,24/09/1914,"Photograph appears on page 34A of 'The Australasian Traveller', Vol. 11, No. 6, 3 August 1915",Image number: 684723-v011n006-s0034A-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 3 August 1915",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464938
1377663,Portrait of Sergeant A.V. Richardson,1914-1920,Unidentified,"Caption (from 'The Australasian Traveller'): 15th Battalion A.I.F. Son of Mr. S. H. Richardson, Club Member (C.T.A. of Queensland).","Aubrey Vernon Richardson, Service Number - 1703",Aubrey Vernon Richardson,NAA person ID: 292453,HMAT Star of England A15,8/04/1915,"Photograph appears on page 3 of 'The Australasian Traveller', Vol. 11, No. 8, 2 October 1915",Image number: 684723-v011n008-s0003-0001,Out of copyright. For further information http://www.slq.qld.gov.au/home/copyright,You are free to use this image without permission. Please attribute State Library of Queensland,"Digitised from 'The Australasian Traveller', 2 October 1915",Australia. Army. Australian Imperial Force (1914-1921),United Commercial Travellers' Association of Australasia,Soldiers--Queensland--Portraits,"World War, 1914-1918--Queensland",Traveling sales personnel--Queensland--Portraits,http://hdl.handle.net/10462/deriv/464939
