id,TITLE,PUBL/DATES,DESCRIPT.,HISTORY,SUBJECT,SOURCE,ARTICLE URL
b22968295,[Private Allan Rix],1918,reference in newspaper;portrait (1 June),"Private  from Alberton  killed in action 25 April 1918, France, aged 19  youngest son of Mr and Mrs William Rix.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Rix, Allan Elmore, 1898-1918;World War, 1914-1918 -- South Australia","Chronicle, 25 May 1918, p. 27, col. e;Chronicle, 1 June 1918, p. 26, col. e",http://nla.gov.au/nla.news-article87548281;http://nla.gov.au/nla.news-article87546466
b22968301,[Corporal Laurie Leslie],1918,reference in newspaper;portrait (29 June),"Corporal, service number 2125, 50th Battalion  killed in action 25 April 1918, France  from Quorn  younger son of Mr and Mrs H. Leslie, fiance of Nell Roberts of Quorn.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Leslie, Lawrence Bolton, 1892-1918;World War, 1914-1918 -- South Australia","Chronicle, 25 May 1918, p. 27, col. e;Chronicle, 29 June 1918, p. 24, col. e",http://nla.gov.au/nla.news-article87548281;http://nla.gov.au/nla.news-article87547954
b22968325,[Private Robert Rattley],1918,reference in newspaper;portrait (27 July),"Private  from Edithburgh  killed in action 23 April 1918, France  youngest son of Mrs J. Rattley and J. Rattley (munition worker, France).;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Rattley, Robert O'Hara, 1895-1918;World War, 1914-1918 -- South Australia","Chronicle, 25 May 1918, p. 27, col. e;Chronicle, 27 July 1918, p. 26, col. d",http://nla.gov.au/nla.news-article87548281;http://nla.gov.au/nla.news-article87556237
b22968337,[Private Jack Brennan],1918,"reference in newspaper;portrait (3 August, p. 26)","Private, service no. 1520, 48th Battalion  from Norwood  killed in action 3 May 1918, France, aged 31  elder son of Mrs M. and the late J. Brennan.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Brennan, John, 1887-1918;World War, 1914-1918 -- South Australia","Chronicle, 25 May 1918, p. 27, col. e;Chronicle, 15 June, 1918, p. 39, col. a;Chronicle, 3 August 1918, p. 26, col. a  p. 38, col. b",http://nla.gov.au/nla.news-article87548281;http://nla.gov.au/nla.news-article87545961;http://nla.gov.au/nla.news-article87551421;http://nla.gov.au/nla.news-article87551315
b22968350,[Private Gilbert Cowan],1918,"reference in newspaper;portrait (8 June, page 26)","Private, 50th Battalion  killed in action 25 April 1918, France, aged 19  from Adelaide  eldest son of Mrs J. T. Matthews and the late Mr Robert Cowan.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Cowan, Gilbert Clarence, 1898-1918;World War, 1914-1918 -- South Australia","Chronicle, 8 June 1918, p. 26, col. d  p. 39, col. a;Chronicle, 25 May 1918, p. 27, col. e",http://nla.gov.au/nla.news-article87544764;http://nla.gov.au/nla.news-article87544754;http://nla.gov.au/nla.news-article87548281
b22968362,[Private Eli Brown],1918,"reference in newspaper;portrait (1 June, p. 26)","Private, service no. 1640, 48th Battalion  from Orroroo  killed in action 3 May 1918, France, aged 28  youngest son of J. and E. Brown, brother of Lottie and Mr J. H. Brown.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Brown, Eli Frederick, 1894-1918;World War, 1914-1918 -- South Australia","Chronicle, 25 May 1918, p. 27, col. e;Chronicle, 1 June 1918, p. 26, col. g  p. 27, col. c",http://nla.gov.au/nla.news-article87548281;http://nla.gov.au/nla.news-article87546466;http://nla.gov.au/nla.news-article87546464
b22968374,[Private Stanley Nancarrow],1918,reference in newspaper;portrait (8 June),"Private, Lewis Gun Section 50th Battalion  born at Blyth 17 May 1894  from Wallaroo Mines  killed in action 25 April 1918, aged 24  bank officer  youngest son of Henry and L. Nancarrow.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Nancarrow, Stanley Gordon, 1894-1918;World War, 1914-1918 -- South Australia","Chronicle, 25 May 1918, p. 27, col. e  p. 28, col. a;Chronicle, 8 June 1918, p. 26, col. g;Chronicle, 29 June 1918, p. 39, col. c",http://nla.gov.au/nla.news-article87548281;http://nla.gov.au/nla.news-page8610607;http://nla.gov.au/nla.news-article87544764;http://nla.gov.au/nla.news-article87547777
b22968398,[Private W. Ralph Marshall],1918,reference in newspaper;portrait (22 June),"Private, 50th Battalion  from Grange  killed in action 25 April 1918, France, aged 24  eldest son.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Marshall, William Ralph, 1894-1918;World War, 1914-1918 -- South Australia","Chronicle, 25 May 1918, p. 27, col. d  p. 39, col. d;Chronicle, 1 June 1918, p. 27, col. c;Chronicle, 22 June 1918, p. 24, col. e",http://nla.gov.au/nla.news-article87548281;http://nla.gov.au/nla.news-article87548142;http://nla.gov.au/nla.news-article87546464;http://nla.gov.au/nla.news-article87542300
b22968404,[Private D. McFarlane],1918,reference in newspaper;portrait (15 June),"Private  from Woodside  Military Medal  killed in action 1 May 1918, France, aged 21  only brother of Mrs O. Eiseman of Sandalwood.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","McFarlane, David, -1918;World War, 1914-1918 -- South Australia","Chronicle, 25 May 1918, p. 27, col. e;Chronicle, 8 June 1918, p. 39, col. a, b;Chronicle, 15 June 1918, p. 24, col. f",http://nla.gov.au/nla.news-article87548281;http://nla.gov.au/nla.news-article87544754;http://nla.gov.au/nla.news-article87546129
b22968416,[Private Henley Pascall],1918,reference in newspaper;portrait (1 June),"Private, service number 7360  killed in action 6 May 1918.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Pascall, Howard Henley, 1893-1918;World War, 1914-1918 -- South Australia","Chronicle, 25 May 1918, p. 27, col. e;Chronicle, 1 June 1918, p. 26, col. a",http://nla.gov.au/nla.news-article87548281;http://nla.gov.au/nla.news-article87546466
b22968428,[Lance Corporal Thomas Dearlove],1918,"reference in newspaper;portrait (27 July, p. 26)","Lance Corporal, B Company, 32nd Battalion  from Ketchowia Station, Terowie  killed in action 27 April 1918, France, aged 37  farmer  son of Harriet and the late William Dearlove, brother of Privates H. and A. S. Dearlove.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Dearlove, Thomas Alfred, 1880-1918;World War, 1914-1918 -- South Australia","Chronicle, 25 May 1918, p. 27, e;Chronicle, 27 July 1918, p. 26, col. a  p. 40, col. b",http://nla.gov.au/nla.news-article87548281;http://nla.gov.au/nla.news-article87556237;http://nla.gov.au/nla.news-article87556155
b2296843x,[Gunner James Forgie],1918,reference in newspaper;portrait (29 June),"Gunner, service number 31590, 13th Australian Light Trench Mortar Battery  killed in action 26 April 1918, France, aged 26  husband of Mary Forgie (nee Wilson), second son of James and Nina Forgie.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Forgie, James Graham, 1891-1918;World War, 1914-1918 -- South Australia","Chronicle, 25 May 1918, p. 27, col. e;Chronicle, 1 June 1918, p. 27, col. c;Chronicle, 22 June 1918, p. 39, col. d;Chronicle, 29 June 1918, p. 24, col. j",http://nla.gov.au/nla.news-article87548281;http://nla.gov.au/nla.news-article87546464;http://nla.gov.au/nla.news-article87542314;http://nla.gov.au/nla.news-article87547954
b22968453,[Private William Jenner],1918,"reference in newspaper;portrait (8 June, p. 26)","Private, 50th Battalion  from Alberton  killed in action 25 April 1918, France, aged 26  son of Mrs J. and Mr S. Jenner, brother of Jim (on active service) and Sophie.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Jenner, William John Thomas, 1891-1918;World War, 1914-1918 -- South Australia","Chronicle, 25 May 1918, p. 27, col. e;Chronicle, 8 June 1918, p. 26, col. c  p. 27, col. c  p. 39, col. a",http://nla.gov.au/nla.news-article87548281;http://nla.gov.au/nla.news-article87544764;http://nla.gov.au/nla.news-article87544766;http://nla.gov.au/nla.news-article87544754
b22968465,[Lance Corporal T. Horace Warner],1918,reference in newspaper;portrait (13 July),"Lance Corporal  from Port Wakefield  killed in action 23 April 1918, France, aged 32  husband of Hettie (nee Perkins), father of Frankie.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Warner, Thomas Horace Henry, 1885-1918;World War, 1914-1918 -- South Australia","Chronicle, 25 May 1918, p. 27, col. e;Chronicle, 13 July 1918, p. 26, col. d",http://nla.gov.au/nla.news-article87548281;http://nla.gov.au/nla.news-article87556575
b22968544,[Second Lieutenant Leonard Hornabrook],1918,reference in newspaper;portrait (1 June),"Second Lieutenant RFC, attached to the Lancasters  killed in action 21 May 1918, France, aged 22.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Hornabrook, Leonard Charles, 1895-1918;World War, 1914-1918 -- South Australia","Chronicle, 25 May 1918, p. 28, col. a;Chronicle, 1 June 1918, p. 26, col. a",http://nla.gov.au/nla.news-page8610607;http://nla.gov.au/nla.news-article87546466
b2296857x,[Private Leslie Wilson],1918,"reference in newspaper;portrait (8 June, p. 26)","Private, 50th Battalion  from Parkside  killed in action 25 April 1918, France, aged 26.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Wilson, Leslie Samuel, 1891-1918;World War, 1914-1918 -- South Australia","Chronicle, 25 May 1918, p. 28, col. a;Chronicle, 1 June 1918, p. 27, col. c;Chronicle, 8 June 1918, p. 26, col. a  p. 39, col. b",http://nla.gov.au/nla.news-page8610607;http://nla.gov.au/nla.news-article87546464;http://nla.gov.au/nla.news-article87544764;http://nla.gov.au/nla.news-article87544754
b22968611,[Private Ernest Atkinson],1918,reference in newspaper;portrait (15 June and 3 August),"Private, B Company, 10th Battalion, service number 1878  from Payneham  killed in action 18 April 1918, France, aged 24  farmer  youngest son of Mr C. and E. Atkinson, brother of Fred.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Atkinson, Ernest Albert, 1893-1918;World War, 1914-1918 -- South Australia","Chronicle, 25 May 1918, p. 28, col. a;Chronicle, 1 June 1918, p. 39, col. a;Chronicle, 15 June 1918, p. 24, col. e;Chronicle, 3 August 1918, p. 38, col. b",http://nla.gov.au/nla.news-page8610607;http://nla.gov.au/nla.news-article87546385;http://nla.gov.au/nla.news-article87546129;http://nla.gov.au/nla.news-article87551315
b22968623,[Lance-Corporal F. Fohrman],1918,reference in newspaper;portrait (28 September),"Lance Corporal, 50th Battalion  from Port Adelaide  killed in action 25 April 1918, France, aged 26  foster son of F. E. Godfrey.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Fohrman, Frederick Charles, 1891-1918;World War, 1914-1918 -- South Australia","Chronicle, 25 May 1918, p. 28, col. a;Chronicle, 1 June 1918, p. 27, col. c;Chronicle, 28 September 1918, p. 26, col. d",http://nla.gov.au/nla.news-page8610607;http://nla.gov.au/nla.news-article87546464;http://nla.gov.au/nla.news-article87550024
b22968635,[Private Robert Geisler],1918,reference in newspaper;portrait (17 August),"Private, 50th Battalion  from Mount Pleasant  killed in action 25 April 1918, France, aged 23 years and 3 months  son of Charlie and Ida, brother of William and Harry Geisler.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Geisler, Robert John, 1895-1918;World War, 1914-1918 -- South Australia","Chronicle, 25 May 1918, p. 28, col. a;Chronicle, 1 June 1918, p. 27, col. c  p. 39, col. e;Chronicle, 17 August 1918, p. 26, col. d",http://nla.gov.au/nla.news-page8610607;http://nla.gov.au/nla.news-article87546464;http://nla.gov.au/nla.news-article87546393;http://nla.gov.au/nla.news-article87555267
b22968994,[Private Archibald Litster],1918,reference in newspaper;portrait (15 June),"Private, service number 288  from Nundroo  died of poison gas and wounds 23 April 1918.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Litster, Archibald Balfour, 1878-1918;World War, 1914-1918 -- South Australia","Chronicle, 25 May 1918, p. 39, col. a;Chronicle, 15 June 1918, p. 24, col. g",http://nla.gov.au/nla.news-article87548139;http://nla.gov.au/nla.news-article87546129
b22969081,[Private Patrick Wade],1918,reference in newspaper;portrait (20 July),"Private, service no. 2928, 43rd Battalion  8th Machine Gun Company  from Murraytown, died of wounds 27 April 1918, France, aged 31  youngest son of Mrs and the late Philip Wade.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Wade, Patrick Edward, 1886-1918;World War, 1914-1918 -- South Australia","Chronicle, 25 May 1918, p. 39, col. a;Chronicle, 29 June 1918, p. 27, col. c  p. 39, col. d;Chronicle, 20 July 1918, p. 26, col. b",http://nla.gov.au/nla.news-article87548140;http://nla.gov.au/nla.news-article87547735;http://nla.gov.au/nla.news-article87547777;http://nla.gov.au/nla.news-article87550710
b22969159,[Private John Taylor],1918,reference in newspaper;portrait (8 June),"Private, service number 5220, 10th Battalion  from Rosewater  killed in action 24 April 1918, aged 34  Islington railway workshop employee  brother of Mrs M. Robinson and Mr W.J. Taylor.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Taylor, John James, 1884-1918;World War, 1914-1918 -- South Australia","Chronicle, 25 May 1918, p. 39, col. d;Chronicle, 8 June 1918, p. 26, col. e",http://nla.gov.au/nla.news-article87548142;http://nla.gov.au/nla.news-article87544764
b22969251,[Lance-Corporal Felix Bockelberg],1918,reference in newspaper;portrait,"Lance-Corporal, service number 101, Machine Gun Squadron  from High Cliff Farm, Streaky Bay  killed in action 3 May 1918, Palestine, aged 29  eldest son of the late Fedor B. and Charlotte Bockelberg, brother of George, Olga, Namev and Alexis.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Bockelberg, Felix Baron, 1889-1918;World War, 1914-1918 -- South Australia","Chronicle, 1 June 1918, p. 26, col. a  p. 39, col. d;Chronicle, 6 July 1918, p. 27, col. d",http://nla.gov.au/nla.news-article87546466;http://nla.gov.au/nla.news-article87546393;http://nla.gov.au/nla.news-article87549320
b22969263,[Chief Petty Officer A. Winchester],1918,portrait in newspaper,"Caption: Chief Petty Officer, Royal Navy.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Winchester, A. J., -1918;World War, 1914-1918 -- South Australia","Chronicle, 1 June 1918, p. 26, col. c",http://nla.gov.au/nla.news-article87546466
b22969275,[Private Walter Bischoff],1918,reference in newspaper;portrait (page 26),"Private  from Mount Templeton  died of wounds 30 April 1918, third Canadian General Hospital, France, aged 20  third son of Mr and Mrs C. Bischoff, brother of the late Private Norman Bischoff who was killed in action January 1917.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Bischoff, Walter, 1897-1918;World War, 1914-1918 -- South Australia","Chronicle, 1 June 1918, p. 26, col. c  p. 39, col. d",http://nla.gov.au/nla.news-article87546466;http://nla.gov.au/nla.news-article87546393
b22969287,[Sergeant G. Weidenhofer],1918,reference in newspaper;portrait (1 June),"Sergeant, service no. 1920A  from Oakbank  killed in action 6 May 1918.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Weidenhofer, George Harold, 1895-1918;World War, 1914-1918 -- South Australia","Chronicle, 1 June 1918, p. 26, col. e;Chronicle, 15 June 1918, p. 39, col. a",http://nla.gov.au/nla.news-article87546466;http://nla.gov.au/nla.news-article87545961
b22969299,[Private James Morgan],1918,reference in newspaper;portrait (27 July),"Private  from Brinkworth  killed in action 25 April 1918, France, aged 37  adopted son of G. and E. Wooldridge.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Morgan, James, 1880-1918;World War, 1914-1918 -- South Australia","Chronicle, 1 June 1918, p. 27, col. c;Chronicle, 27 July 1918, p. 26, col. d",http://nla.gov.au/nla.news-article87546464;http://nla.gov.au/nla.news-article87556237
b22969342,[Private Stanley Scott],1918,"reference in newspaper;portrait (29 June, p. 24)","Private, 10th Battalion  from Stirling West  killed in action 9 May 1918, France, aged 24 years and 7 months  irrigation worker  youngest son of Andrew and Frances E. Scott, brother of Ruby and Andrew.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Scott, Stanley Kenneth, 1893-1918;World War, 1914-1918 -- South Australia","Chronicle, 1 June 1918, p. 27, col. c;Chronicle, 29 June 1918, p. 24, col. g  p. 39, col. c-d",http://nla.gov.au/nla.news-article87546464;http://nla.gov.au/nla.news-article87547954;http://nla.gov.au/nla.news-article87547777
b22969366,[Private A. Simmons],1918,reference in newspaper;portrait (15 June),"Private, service number 2438, late 10th Battalion  killed in action 25 April 1918, France  brother of Bessie and May.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Simmons, Albert Edward, 1895-1918;World War, 1914-1918 -- South Australia","Chronicle, 1 June 1918, p. 27, col. c;Chronicle, 8 June 1918, p. 27, col. c;Chronicle, 15 June 1918, p. 24, col. f",http://nla.gov.au/nla.news-article87546464;http://nla.gov.au/nla.news-article87544766;http://nla.gov.au/nla.news-article87546129
b22969378,[Private Kingsley Grafe],1918,"reference in newspaper;portrait (8 June, page 26)","Private, 50th Battalion  from New Hindmarsh  employee of SA Railways infrastructure  killed in action 25 April 1918, France, aged 22  second son of Mr L.A. Grafe, brother of the late J.W. Grafe.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Grafe, Kingsley Cleveland Marshall, 1895-1918;World War, 1914-1918 -- South Australia","Chronicle, 1 June 1918, p. 27, col. c;Chronicle, 8 June 1918, p. 26, col. c  p. 39, col. a",http://nla.gov.au/nla.news-article87546464;http://nla.gov.au/nla.news-article87544764;http://nla.gov.au/nla.news-article87544754
b22969433,[Private Percy Gore],1918,"reference in newspaper;portrait (22 June, p. 24)","Private, 50th Battalion  from Port Lincoln  killed in action 25 April 1918, France, aged 24  younger son of Frank and Annie M. Gore, brother of Lance-Corporal F.V. Gore.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Gore, Percy James, 1893-1918;World War, 1914-1918 -- South Australia","Chronicle, 1 June 1918, p. 27, col. d;Chronicle, 22 June 1918, p. 24, col. b  p. 39, col. c-d",http://nla.gov.au/nla.news-article87546464;http://nla.gov.au/nla.news-article87542300;http://nla.gov.au/nla.news-article87542314
b22969445,[Private Harold Wilson],1918,reference in newspaper;portrait (17 August),"Private  from Jamestown  died of wounds 23 April 1918  son of George and the late N. Wilson.;Heroes of the Great War Indexing Project - over 30,000 newspaper references to notices published in the South Australian newspaper 'The Chronicle' between 1915 and 1919 under various headings including 'Heroes of the Great War', 'Heroes of the Empire', 'Died on Active Service' and 'Biographical'. The notices were placed by relatives and friends of approximately 10,000 World War I service personnel who died, or were wounded, or were decorated. Some newspaper printing errors have been corrected using official sources.","Wilson, Harold George, 1887-1918;World War, 1914-1918 -- South Australia","Chronicle, 1 June 1918, p. 27, col. d;Chronicle, 17 August 1918, p. 26, col. f",http://nla.gov.au/nla.news-article87546464;http://nla.gov.au/nla.news-article87555267
